using cuda
==========================================================================================
Layer (type:depth-idx)                   Output Shape              Param #
==========================================================================================
├─IntermediateLayerGetter: 1-1           [4, 512, 13, 17]          --
|    └─Sequential: 2-1                   [4, 512, 13, 17]          --
|    |    └─Conv2d: 3-1                  [4, 64, 425, 560]         640
|    |    └─ReLU: 3-2                    [4, 64, 425, 560]         --
|    |    └─Conv2d: 3-3                  [4, 64, 425, 560]         36,928
|    |    └─ReLU: 3-4                    [4, 64, 425, 560]         --
|    |    └─MaxPool2d: 3-5               [4, 64, 212, 280]         --
|    |    └─Conv2d: 3-6                  [4, 128, 212, 280]        73,856
|    |    └─ReLU: 3-7                    [4, 128, 212, 280]        --
|    |    └─Conv2d: 3-8                  [4, 128, 212, 280]        147,584
|    |    └─ReLU: 3-9                    [4, 128, 212, 280]        --
|    |    └─MaxPool2d: 3-10              [4, 128, 106, 140]        --
|    |    └─Conv2d: 3-11                 [4, 256, 106, 140]        295,168
|    |    └─ReLU: 3-12                   [4, 256, 106, 140]        --
|    |    └─Conv2d: 3-13                 [4, 256, 106, 140]        590,080
|    |    └─ReLU: 3-14                   [4, 256, 106, 140]        --
|    |    └─Conv2d: 3-15                 [4, 256, 106, 140]        590,080
|    |    └─ReLU: 3-16                   [4, 256, 106, 140]        --
|    |    └─MaxPool2d: 3-17              [4, 256, 53, 70]          --
|    |    └─Conv2d: 3-18                 [4, 512, 53, 70]          1,180,160
|    |    └─ReLU: 3-19                   [4, 512, 53, 70]          --
|    |    └─Conv2d: 3-20                 [4, 512, 53, 70]          2,359,808
|    |    └─ReLU: 3-21                   [4, 512, 53, 70]          --
|    |    └─Conv2d: 3-22                 [4, 512, 53, 70]          2,359,808
|    |    └─ReLU: 3-23                   [4, 512, 53, 70]          --
|    |    └─MaxPool2d: 3-24              [4, 512, 26, 35]          --
|    |    └─Conv2d: 3-25                 [4, 512, 26, 35]          2,359,808
|    |    └─ReLU: 3-26                   [4, 512, 26, 35]          --
|    |    └─Conv2d: 3-27                 [4, 512, 26, 35]          2,359,808
|    |    └─ReLU: 3-28                   [4, 512, 26, 35]          --
|    |    └─Conv2d: 3-29                 [4, 512, 26, 35]          2,359,808
|    |    └─ReLU: 3-30                   [4, 512, 26, 35]          --
|    |    └─MaxPool2d: 3-31              [4, 512, 13, 17]          --
├─DeepLabHead: 1-2                       [4, 38, 13, 17]           --
|    └─ASPP: 2-2                         [4, 256, 13, 17]          --
|    |    └─Sequential: 3-32             [4, 256, 13, 17]          328,192
|    └─Conv2d: 2-3                       [4, 256, 13, 17]          589,824
|    └─BatchNorm2d: 2-4                  [4, 256, 13, 17]          512
|    └─ReLU: 2-5                         [4, 256, 13, 17]          --
|    └─Conv2d: 2-6                       [4, 38, 13, 17]           9,766
==========================================================================================
Total params: 15,641,830
Trainable params: 15,641,830
Non-trainable params: 0
Total mult-adds (G): 72.49
==========================================================================================
Input size (MB): 3.81
Forward/backward pass size (MB): 2060.43
Params size (MB): 62.57
Estimated Total Size (MB): 2126.80
==========================================================================================
epoch 0
iteration: 50, loss: 2.2069051265716553
iteration: 100, loss: 2.816631555557251
iteration: 150, loss: 1.912048578262329
iteration: 200, loss: 2.0423781871795654
iteration: 250, loss: 2.974804162979126
iteration: 300, loss: 2.3210556507110596
iteration: 350, loss: 1.836745262145996
iteration: 400, loss: 2.653022289276123
iteration: 450, loss: 1.8037701845169067
iteration: 500, loss: 1.8348393440246582
iteration: 550, loss: 1.9098707437515259
iteration: 600, loss: 2.0157055854797363
iteration: 650, loss: 2.4778671264648438
iteration: 700, loss: 2.030059576034546
iteration: 750, loss: 2.2716472148895264
iteration: 800, loss: 2.671463966369629
iteration: 850, loss: 2.0518739223480225
iteration: 900, loss: 1.7766906023025513
iteration: 950, loss: 2.139514207839966
iteration: 1000, loss: 2.0103251934051514
iteration: 1050, loss: 2.2862155437469482
iteration: 1100, loss: 1.9983421564102173
iteration: 1150, loss: 2.2321503162384033
iteration: 1200, loss: 1.7628253698349
iteration: 1250, loss: 2.440556764602661
iteration: 1300, loss: 2.3102402687072754
epoch 0, epoch loss 2.1809238309327905
epoch 1
iteration: 1350, loss: 1.7889795303344727
iteration: 1400, loss: 1.8915095329284668
iteration: 1450, loss: 2.3094191551208496
iteration: 1500, loss: 1.7157821655273438
iteration: 1550, loss: 1.7242660522460938
iteration: 1600, loss: 1.8764194250106812
iteration: 1650, loss: 1.6449178457260132
iteration: 1700, loss: 2.247993230819702
iteration: 1750, loss: 2.3691318035125732
iteration: 1800, loss: 1.5404466390609741
iteration: 1850, loss: 2.2545697689056396
iteration: 1900, loss: 1.7647544145584106
iteration: 1950, loss: 1.8009929656982422
iteration: 2000, loss: 1.5547741651535034
iteration: 2050, loss: 2.0820510387420654
iteration: 2100, loss: 1.6178193092346191
iteration: 2150, loss: 1.8076725006103516
iteration: 2200, loss: 2.0570616722106934
iteration: 2250, loss: 1.9692561626434326
iteration: 2300, loss: 2.3804070949554443
iteration: 2350, loss: 1.804378867149353
iteration: 2400, loss: 1.5987995862960815
iteration: 2450, loss: 1.5761499404907227
iteration: 2500, loss: 1.6828625202178955
iteration: 2550, loss: 1.9185700416564941
iteration: 2600, loss: 1.3608251810073853
epoch 1, epoch loss 1.9553200035131304
epoch 2
iteration: 2650, loss: 2.13866925239563
iteration: 2700, loss: 2.0192906856536865
iteration: 2750, loss: 2.173281192779541
iteration: 2800, loss: 2.0385327339172363
iteration: 2850, loss: 1.5900901556015015
iteration: 2900, loss: 1.6357132196426392
iteration: 2950, loss: 2.1984574794769287
iteration: 3000, loss: 2.2100677490234375
iteration: 3050, loss: 1.7291674613952637
iteration: 3100, loss: 1.819391131401062
iteration: 3150, loss: 1.9676666259765625
iteration: 3200, loss: 1.8956788778305054
iteration: 3250, loss: 1.6473376750946045
iteration: 3300, loss: 1.5972602367401123
iteration: 3350, loss: 2.033796787261963
iteration: 3400, loss: 1.8170310258865356
iteration: 3450, loss: 2.0752508640289307
iteration: 3500, loss: 2.52183198928833
iteration: 3550, loss: 1.6310237646102905
iteration: 3600, loss: 2.1330032348632812
iteration: 3650, loss: 2.0622661113739014
